pxcor,pycor,patch ID,block ID,patch richness
32,76,32_76,3801,4
0,48,0_48,2400,17
19,86,19_86,4300,5
38,71,38_71,3501,1
10,99,10_99,4900,11
43,26,43_26,1302,7
39,80,39_80,4001,5
22,48,22_48,2401,13
45,29,45_29,1402,7
71,59,71_59,2903,1
39,77,39_77,3801,8
44,67,44_67,3302,10
71,30,71_30,1503,8
84,76,84_76,3804,4
94,33,94_33,1604,4
89,25,89_25,1204,10
96,6,96_6,304,15
96,59,96_59,2904,6
22,25,22_25,1201,17
98,2,98_2,104,6
90,59,90_59,2904,4
93,56,93_56,2804,10
23,32,23_32,1601,13
9,76,9_76,3800,4
29,45,29_45,2201,3
75,56,75_56,2803,4
25,31,25_31,1501,13
77,6,77_6,303,11
60,97,60_97,4803,8
58,34,58_34,1702,8
98,99,98_99,4904,13
64,65,64_65,3203,2
90,48,90_48,2404,7
66,56,66_56,2803,9
0,73,0_73,3600,2
75,23,75_23,1103,5
41,65,41_65,3202,8
91,90,91_90,4504,3
64,11,64_11,503,6
35,29,35_29,1401,11
60,93,60_93,4603,6
25,14,25_14,701,14
22,49,22_49,2401,35
75,86,75_86,4303,6
35,7,35_7,301,15
21,97,21_97,4801,8
43,19,43_19,902,4
91,56,91_56,2804,9
3,45,3_45,2200,7
57,87,57_87,4302,5
92,86,92_86,4304,3
20,30,20_30,1501,4
81,82,81_82,4104,2
24,7,24_7,301,5
12,62,12_62,3100,5
64,72,64_72,3603,0
68,96,68_96,4803,2
60,42,60_42,2103,3
32,41,32_41,2001,10
15,64,15_64,3200,6
3,17,3_17,800,2
45,27,45_27,1302,8
7,69,7_69,3400,2
30,25,30_25,1201,6
86,4,86_4,204,9
53,34,53_34,1702,3
13,46,13_46,2300,3
25,76,25_76,3801,4
50,36,50_36,1802,3
41,94,41_94,4702,6
63,18,63_18,903,15
62,40,62_40,2003,6
22,82,22_82,4101,6
31,47,31_47,2301,4
95,4,95_4,204,11
54,36,54_36,1802,9
81,10,81_10,504,6
32,5,32_5,201,17
59,2,59_2,102,8
67,60,67_60,3003,4
63,49,63_49,2403,9
56,6,56_6,302,10
6,95,6_95,4700,6
14,90,14_90,4500,17
57,25,57_25,1202,2
60,50,60_50,2503,2
66,43,66_43,2103,2
61,28,61_28,1403,4
49,46,49_46,2302,4
16,36,16_36,1800,2
93,74,93_74,3704,11
52,49,52_49,2402,7
39,82,39_82,4101,3
37,93,37_93,4601,4
8,23,8_23,1100,7
70,25,70_25,1203,5
87,0,87_0,4,11
42,66,42_66,3302,7
41,46,41_46,2302,8
53,64,53_64,3202,7
37,51,37_51,2501,9
97,25,97_25,1204,11
81,80,81_80,4004,4
63,69,63_69,3403,4
60,89,60_89,4403,5
38,69,38_69,3401,14
93,95,93_95,4704,9
90,73,90_73,3604,5
76,59,76_59,2903,4
58,2,58_2,102,5
41,66,41_66,3302,6
40,68,40_68,3402,4
39,85,39_85,4201,15
61,95,61_95,4703,3
98,23,98_23,1104,6
68,18,68_18,903,8
23,24,23_24,1201,19
48,14,48_14,702,3
65,30,65_30,1503,5
14,89,14_89,4400,6
21,72,21_72,3601,2
95,70,95_70,3504,4
49,34,49_34,1702,5
16,48,16_48,2400,3
34,21,34_21,1001,3
22,40,22_40,2001,5
84,73,84_73,3604,7
13,58,13_58,2900,7
2,27,2_27,1300,9
45,66,45_66,3302,11
38,3,38_3,101,3
92,61,92_61,3004,6
72,33,72_33,1603,4
24,54,24_54,2701,5
60,8,60_8,403,3
0,66,0_66,3300,2
50,60,50_60,3002,7
62,74,62_74,3703,10
39,78,39_78,3901,13
37,10,37_10,501,10
8,24,8_24,1200,17
35,42,35_42,2101,4
70,28,70_28,1403,5
68,79,68_79,3903,7
44,59,44_59,2902,2
74,79,74_79,3903,4
88,43,88_43,2104,5
8,58,8_58,2900,4
93,80,93_80,4004,4
59,75,59_75,3702,9
66,76,66_76,3803,1
43,68,43_68,3402,7
84,97,84_97,4804,25
98,64,98_64,3204,6
84,24,84_24,1204,15
25,19,25_19,901,15
21,11,21_11,501,7
0,24,0_24,1200,15
46,27,46_27,1302,4
53,29,53_29,1402,5
17,20,17_20,1000,2
23,44,23_44,2201,5
59,5,59_5,202,11
29,96,29_96,4801,7
88,2,88_2,104,5
57,54,57_54,2702,3
26,67,26_67,3301,9
88,70,88_70,3504,2
83,54,83_54,2704,7
46,22,46_22,1102,1
56,88,56_88,4402,4
95,21,95_21,1004,3
0,4,0_4,200,9
97,41,97_41,2004,4
79,69,79_69,3403,6
53,10,53_10,502,9
25,86,25_86,4301,3
15,17,15_17,800,27
80,55,80_55,2704,15
81,32,81_32,1604,3
93,35,93_35,1704,6
40,60,40_60,3002,3
27,88,27_88,4401,4
65,86,65_86,4303,6
41,44,41_44,2202,7
84,38,84_38,1904,14
79,7,79_7,303,4
98,81,98_81,4004,9
96,98,96_98,4904,4
53,90,53_90,4502,4
68,86,68_86,4303,6
25,37,25_37,1801,4
24,2,24_2,101,8
35,3,35_3,101,6
1,13,1_13,600,8
40,19,40_19,902,2
59,10,59_10,502,3
34,30,34_30,1501,4
51,96,51_96,4802,7
84,54,84_54,2704,6
70,83,70_83,4103,4
73,36,73_36,1803,6
75,78,75_78,3903,5
66,95,66_95,4703,3
72,31,72_31,1503,8
75,99,75_99,4903,6
38,55,38_55,2701,5
70,36,70_36,1803,10
57,7,57_7,302,5
38,90,38_90,4501,16
11,96,11_96,4800,4
44,68,44_68,3402,9
9,58,9_58,2900,1
39,43,39_43,2101,7
32,67,32_67,3301,19
69,52,69_52,2603,2
50,10,50_10,502,2
81,21,81_21,1004,6
25,87,25_87,4301,4
24,81,24_81,4001,1
92,41,92_41,2004,2
96,37,96_37,1804,10
61,23,61_23,1103,5
99,5,99_5,204,3
95,42,95_42,2104,5
90,29,90_29,1404,3
57,18,57_18,902,6
86,71,86_71,3504,2
47,89,47_89,4402,22
44,96,44_96,4802,3
58,71,58_71,3502,17
71,82,71_82,4103,9
26,37,26_37,1801,7
45,23,45_23,1102,6
41,82,41_82,4102,6
75,83,75_83,4103,10
59,67,59_67,3302,3
65,14,65_14,703,4
80,10,80_10,504,9
79,83,79_83,4103,5
44,55,44_55,2702,5
52,40,52_40,2002,10
98,25,98_25,1204,3
65,87,65_87,4303,19
88,94,88_94,4704,2
31,86,31_86,4301,12
1,37,1_37,1800,15
57,12,57_12,602,5
54,32,54_32,1602,2
23,7,23_7,301,8
52,4,52_4,202,4
49,98,49_98,4902,7
96,99,96_99,4904,5
49,92,49_92,4602,4
41,37,41_37,1802,11
86,11,86_11,504,9
35,92,35_92,4601,6
92,38,92_38,1904,10
57,36,57_36,1802,4
79,34,79_34,1703,3
57,70,57_70,3502,16
29,30,29_30,1501,9
31,46,31_46,2301,10
39,37,39_37,1801,6
95,32,95_32,1604,5
4,51,4_51,2500,3
68,61,68_61,3003,13
26,45,26_45,2201,4
94,87,94_87,4304,19
97,18,97_18,904,4
19,90,19_90,4500,7
17,36,17_36,1800,2
21,62,21_62,3101,17
79,32,79_32,1603,7
13,84,13_84,4200,6
13,55,13_55,2700,3
39,33,39_33,1601,6
27,45,27_45,2201,6
81,2,81_2,104,7
92,19,92_19,904,4
0,34,0_34,1700,1
28,48,28_48,2401,6
12,22,12_22,1100,2
91,30,91_30,1504,4
26,57,26_57,2801,6
38,24,38_24,1201,4
46,30,46_30,1502,11
16,12,16_12,600,4
55,27,55_27,1302,4
2,85,2_85,4200,8
13,94,13_94,4700,4
4,29,4_29,1400,2
68,85,68_85,4203,5
53,73,53_73,3602,12
87,74,87_74,3704,17
30,62,30_62,3101,7
94,51,94_51,2504,8
91,11,91_11,504,4
23,29,23_29,1401,12
24,5,24_5,201,6
14,75,14_75,3700,9
98,86,98_86,4304,3
87,5,87_5,204,26
74,34,74_34,1703,8
61,17,61_17,803,5
47,43,47_43,2102,3
6,71,6_71,3500,2
62,71,62_71,3503,3
25,7,25_7,301,7
41,41,41_41,2002,9
97,45,97_45,2204,4
28,80,28_80,4001,2
59,42,59_42,2102,2
21,24,21_24,1201,5
48,93,48_93,4602,4
36,87,36_87,4301,3
75,29,75_29,1403,10
59,0,59_0,2,16
85,86,85_86,4304,2
3,80,3_80,4000,5
77,14,77_14,703,4
1,27,1_27,1300,13
77,73,77_73,3603,2
38,33,38_33,1601,17
61,86,61_86,4303,4
65,10,65_10,503,9
77,50,77_50,2503,2
73,59,73_59,2903,5
57,51,57_51,2502,4
15,79,15_79,3900,8
27,92,27_92,4601,6
62,31,62_31,1503,4
26,21,26_21,1001,10
37,50,37_50,2501,6
83,77,83_77,3804,5
0,59,0_59,2900,2
48,51,48_51,2502,7
87,18,87_18,904,7
58,18,58_18,902,4
33,13,33_13,601,6
8,32,8_32,1600,2
82,7,82_7,304,2
33,55,33_55,2701,11
59,25,59_25,1202,8
9,7,9_7,300,6
79,65,79_65,3203,5
26,47,26_47,2301,23
60,21,60_21,1003,3
23,33,23_33,1601,9
49,95,49_95,4702,8
32,24,32_24,1201,11
7,78,7_78,3900,9
65,28,65_28,1403,17
30,63,30_63,3101,5
6,14,6_14,700,2
75,75,75_75,3703,8
45,2,45_2,102,9
63,14,63_14,703,12
64,47,64_47,2303,11
13,34,13_34,1700,2
54,7,54_7,302,7
25,23,25_23,1101,4
67,35,67_35,1703,7
27,8,27_8,401,6
62,6,62_6,303,19
67,12,67_12,603,4
92,70,92_70,3504,17
76,75,76_75,3703,4
34,38,34_38,1901,10
48,42,48_42,2102,4
79,19,79_19,903,7
36,48,36_48,2401,3
34,46,34_46,2301,6
63,66,63_66,3303,9
26,62,26_62,3101,12
35,16,35_16,801,12
36,80,36_80,4001,3
89,1,89_1,4,4
61,90,61_90,4503,8
32,47,32_47,2301,5
85,96,85_96,4804,6
75,44,75_44,2203,3
67,0,67_0,3,11
66,15,66_15,703,6
16,49,16_49,2400,3
70,74,70_74,3703,2
9,87,9_87,4300,10
8,69,8_69,3400,9
94,35,94_35,1704,8
15,57,15_57,2800,5
91,14,91_14,704,5
67,55,67_55,2703,5
74,89,74_89,4403,6
58,97,58_97,4802,10
12,49,12_49,2400,8
10,9,10_9,400,1
62,73,62_73,3603,5
2,97,2_97,4800,5
4,88,4_88,4400,10
5,60,5_60,3000,9
37,53,37_53,2601,5
33,49,33_49,2401,10
22,87,22_87,4301,6
11,64,11_64,3200,10
87,57,87_57,2804,2
10,80,10_80,4000,5
27,14,27_14,701,1
69,94,69_94,4703,7
3,51,3_51,2500,2
20,84,20_84,4201,6
70,22,70_22,1103,10
91,74,91_74,3704,11
72,99,72_99,4903,4
61,84,61_84,4203,10
43,33,43_33,1602,5
76,94,76_94,4703,5
2,56,2_56,2800,17
96,92,96_92,4604,2
79,41,79_41,2003,6
64,0,64_0,3,2
50,21,50_21,1002,7
35,70,35_70,3501,12
15,88,15_88,4400,3
50,0,50_0,2,3
88,51,88_51,2504,8
93,38,93_38,1904,7
64,45,64_45,2203,8
48,96,48_96,4802,14
56,40,56_40,2002,5
23,80,23_80,4001,1
1,34,1_34,1700,3
78,88,78_88,4403,15
68,12,68_12,603,3
74,95,74_95,4703,6
84,22,84_22,1104,7
62,34,62_34,1703,2
52,84,52_84,4202,8
48,66,48_66,3302,23
75,25,75_25,1203,7
10,17,10_17,800,25
12,92,12_92,4600,3
7,88,7_88,4400,10
17,96,17_96,4800,14
11,29,11_29,1400,6
76,95,76_95,4703,3
92,32,92_32,1604,11
7,4,7_4,200,8
7,60,7_60,3000,7
99,33,99_33,1604,6
29,89,29_89,4401,8
75,50,75_50,2503,5
77,19,77_19,903,4
48,99,48_99,4902,11
66,1,66_1,3,6
31,13,31_13,601,14
29,20,29_20,1001,4
50,75,50_75,3702,12
32,68,32_68,3401,10
79,93,79_93,4603,1
75,11,75_11,503,5
44,57,44_57,2802,4
49,17,49_17,802,6
73,79,73_79,3903,8
12,74,12_74,3700,6
75,87,75_87,4303,5
70,17,70_17,803,17
90,16,90_16,804,4
11,63,11_63,3100,6
9,81,9_81,4000,5
25,74,25_74,3701,3
93,19,93_19,904,11
34,24,34_24,1201,9
14,9,14_9,400,6
34,89,34_89,4401,7
61,44,61_44,2203,5
94,99,94_99,4904,3
36,46,36_46,2301,2
54,66,54_66,3302,11
54,30,54_30,1502,4
72,59,72_59,2903,1
61,51,61_51,2503,3
39,18,39_18,901,3
31,61,31_61,3001,10
21,15,21_15,701,24
5,17,5_17,800,4
43,53,43_53,2602,10
7,2,7_2,100,5
45,44,45_44,2202,13
76,34,76_34,1703,3
51,27,51_27,1302,9
23,92,23_92,4601,2
16,91,16_91,4500,10
36,81,36_81,4001,4
36,49,36_49,2401,1
59,13,59_13,602,8
45,3,45_3,102,19
69,93,69_93,4603,9
6,99,6_99,4900,15
62,36,62_36,1803,4
58,72,58_72,3602,6
41,18,41_18,902,3
93,3,93_3,104,8
59,82,59_82,4102,5
35,80,35_80,4001,8
12,17,12_17,800,6
47,44,47_44,2202,7
24,69,24_69,3401,4
34,97,34_97,4801,8
19,37,19_37,1800,7
89,93,89_93,4604,0
41,85,41_85,4202,6
18,41,18_41,2000,3
70,68,70_68,3403,7
89,90,89_90,4504,14
67,80,67_80,4003,7
20,53,20_53,2601,7
75,71,75_71,3503,6
63,98,63_98,4903,8
42,2,42_2,102,7
23,30,23_30,1501,29
23,63,23_63,3101,16
5,76,5_76,3800,4
88,87,88_87,4304,6
18,93,18_93,4600,8
43,17,43_17,802,3
90,13,90_13,604,2
17,12,17_12,600,6
31,75,31_75,3701,9
4,90,4_90,4500,12
89,24,89_24,1204,10
55,87,55_87,4302,7
29,95,29_95,4701,13
91,93,91_93,4604,5
95,27,95_27,1304,4
57,40,57_40,2002,2
15,71,15_71,3500,6
52,47,52_47,2302,4
53,25,53_25,1202,9
11,83,11_83,4100,7
86,24,86_24,1204,4
73,16,73_16,803,7
38,4,38_4,201,4
18,2,18_2,100,4
50,94,50_94,4702,8
72,12,72_12,603,4
45,43,45_43,2102,6
54,76,54_76,3802,9
98,3,98_3,104,6
67,11,67_11,503,6
40,10,40_10,502,14
55,9,55_9,402,5
52,25,52_25,1202,12
63,55,63_55,2703,7
55,85,55_85,4202,6
6,15,6_15,700,5
13,1,13_1,0,5
37,57,37_57,2801,7
16,56,16_56,2800,5
9,55,9_55,2700,8
72,10,72_10,503,6
38,0,38_0,1,4
47,22,47_22,1102,2
88,45,88_45,2204,10
67,79,67_79,3903,7
77,94,77_94,4703,2
26,29,26_29,1401,5
35,48,35_48,2401,2
91,85,91_85,4204,10
70,62,70_62,3103,11
47,18,47_18,902,4
67,36,67_36,1803,9
14,29,14_29,1400,7
99,70,99_70,3504,10
6,51,6_51,2500,5
11,41,11_41,2000,9
50,5,50_5,202,5
49,58,49_58,2902,9
26,26,26_26,1301,7
2,40,2_40,2000,7
34,52,34_52,2601,7
51,55,51_55,2702,2
8,57,8_57,2800,7
3,71,3_71,3500,5
98,44,98_44,2204,1
81,72,81_72,3604,8
40,33,40_33,1602,5
48,16,48_16,802,6
24,85,24_85,4201,18
72,26,72_26,1303,2
0,63,0_63,3100,2
89,55,89_55,2704,8
19,62,19_62,3100,9
73,57,73_57,2803,13
13,8,13_8,400,6
80,90,80_90,4504,2
6,27,6_27,1300,12
96,60,96_60,3004,6
37,96,37_96,4801,6
8,1,8_1,0,3
37,89,37_89,4401,4
35,68,35_68,3401,8
16,47,16_47,2300,5
30,28,30_28,1401,10
95,91,95_91,4504,3
76,16,76_16,803,4
35,77,35_77,3801,0
55,21,55_21,1002,1
59,37,59_37,1802,17
37,46,37_46,2301,4
91,6,91_6,304,4
60,86,60_86,4303,6
41,64,41_64,3202,17
39,25,39_25,1201,3
11,43,11_43,2100,15
22,45,22_45,2201,3
2,5,2_5,200,9
97,73,97_73,3604,3
72,54,72_54,2703,23
8,19,8_19,900,6
32,10,32_10,501,5
78,42,78_42,2103,14
16,32,16_32,1600,14
13,85,13_85,4200,7
58,86,58_86,4302,16
6,26,6_26,1300,5
29,48,29_48,2401,4
24,64,24_64,3201,2
17,19,17_19,900,4
30,1,30_1,1,4
45,37,45_37,1802,7
29,40,29_40,2001,4
62,16,62_16,803,7
22,59,22_59,2901,9
97,37,97_37,1804,12
11,19,11_19,900,2
98,1,98_1,4,15
38,30,38_30,1501,2
17,79,17_79,3900,13
4,98,4_98,4900,4
82,14,82_14,704,3
7,71,7_71,3500,3
34,56,34_56,2801,9
81,47,81_47,2304,8
42,63,42_63,3102,6
24,47,24_47,2301,4
30,80,30_80,4001,4
31,99,31_99,4901,1
92,99,92_99,4904,7
64,73,64_73,3603,1
45,61,45_61,3002,6
76,87,76_87,4303,4
76,10,76_10,503,3
79,37,79_37,1803,4
92,82,92_82,4104,8
43,62,43_62,3102,21
69,73,69_73,3603,3
35,90,35_90,4501,7
88,32,88_32,1604,5
38,32,38_32,1601,6
0,22,0_22,1100,11
65,17,65_17,803,10
34,2,34_2,101,7
40,5,40_5,202,4
79,58,79_58,2903,6
71,78,71_78,3903,9
36,9,36_9,401,17
79,60,79_60,3003,2
99,78,99_78,3904,6
4,70,4_70,3500,4
20,11,20_11,501,6
83,50,83_50,2504,4
97,6,97_6,304,7
38,27,38_27,1301,2
5,32,5_32,1600,10
6,86,6_86,4300,11
50,68,50_68,3402,11
5,57,5_57,2800,5
4,13,4_13,600,4
0,29,0_29,1400,4
31,72,31_72,3601,5
79,86,79_86,4303,6
93,24,93_24,1204,10
86,56,86_56,2804,2
11,71,11_71,3500,5
77,27,77_27,1303,4
60,90,60_90,4503,11
45,81,45_81,4002,5
68,32,68_32,1603,5
47,82,47_82,4102,5
88,20,88_20,1004,2
42,5,42_5,202,7
45,39,45_39,1902,7
92,16,92_16,804,3
48,87,48_87,4302,2
3,78,3_78,3900,7
0,49,0_49,2400,10
1,25,1_25,1200,8
7,70,7_70,3500,3
1,85,1_85,4200,4
71,97,71_97,4803,2
7,30,7_30,1500,8
20,39,20_39,1901,6
18,57,18_57,2800,4
2,25,2_25,1200,10
75,31,75_31,1503,4
0,60,0_60,3000,3
99,77,99_77,3804,4
41,14,41_14,702,6
72,51,72_51,2503,12
20,68,20_68,3401,3
63,65,63_65,3203,2
28,74,28_74,3701,4
59,48,59_48,2402,6
60,64,60_64,3203,6
23,19,23_19,901,9
21,69,21_69,3401,2
58,14,58_14,702,9
44,33,44_33,1602,6
58,91,58_91,4502,1
44,79,44_79,3902,4
18,40,18_40,2000,5
26,32,26_32,1601,5
41,10,41_10,502,10
13,30,13_30,1500,8
47,32,47_32,1602,4
81,45,81_45,2204,3
15,84,15_84,4200,6
69,38,69_38,1903,8
39,47,39_47,2301,11
19,20,19_20,1000,4
72,36,72_36,1803,5
90,66,90_66,3304,14
9,39,9_39,1900,4
68,36,68_36,1803,7
37,3,37_3,101,3
58,39,58_39,1902,7
53,78,53_78,3902,15
11,91,11_91,4500,5
55,49,55_49,2402,4
80,73,80_73,3604,8
6,48,6_48,2400,8
49,41,49_41,2002,6
36,2,36_2,101,26
57,60,57_60,3002,9
87,76,87_76,3804,9
97,51,97_51,2504,6
13,72,13_72,3600,0
7,19,7_19,900,6
34,82,34_82,4101,5
6,42,6_42,2100,12
74,8,74_8,403,4
3,39,3_39,1900,4
66,81,66_81,4003,4
20,99,20_99,4901,4
36,20,36_20,1001,4
85,18,85_18,904,4
65,37,65_37,1803,6
19,50,19_50,2500,5
88,97,88_97,4804,1
26,23,26_23,1101,12
14,40,14_40,2000,4
32,85,32_85,4201,5
57,80,57_80,4002,4
0,98,0_98,4900,19
79,66,79_66,3303,8
86,43,86_43,2104,7
52,56,52_56,2802,3
51,21,51_21,1002,4
20,95,20_95,4701,1
72,50,72_50,2503,8
79,63,79_63,3103,10
37,88,37_88,4401,1
85,24,85_24,1204,8
22,93,22_93,4601,2
2,18,2_18,900,5
45,49,45_49,2402,4
93,58,93_58,2904,7
13,16,13_16,800,4
37,92,37_92,4601,10
99,24,99_24,1204,1
49,37,49_37,1802,1
88,41,88_41,2004,5
3,31,3_31,1500,5
96,66,96_66,3304,3
34,39,34_39,1901,5
5,64,5_64,3200,12
46,55,46_55,2702,1
33,39,33_39,1901,6
76,37,76_37,1803,9
74,68,74_68,3403,6
32,36,32_36,1801,3
25,12,25_12,601,5
27,77,27_77,3801,8
68,71,68_71,3503,8
38,54,38_54,2701,2
88,53,88_53,2604,5
39,96,39_96,4801,3
46,43,46_43,2102,7
33,42,33_42,2101,14
15,45,15_45,2200,10
52,42,52_42,2102,6
12,67,12_67,3300,10
88,33,88_33,1604,11
71,7,71_7,303,4
90,27,90_27,1304,5
20,58,20_58,2901,7
87,80,87_80,4004,19
89,86,89_86,4304,10
58,10,58_10,502,2
50,50,50_50,2502,9
46,83,46_83,4102,9
17,40,17_40,2000,4
18,54,18_54,2700,7
71,60,71_60,3003,1
23,16,23_16,801,7
82,95,82_95,4704,0
45,56,45_56,2802,2
71,47,71_47,2303,4
99,68,99_68,3404,14
27,84,27_84,4201,5
96,20,96_20,1004,3
32,74,32_74,3701,12
61,71,61_71,3503,5
72,37,72_37,1803,5
25,20,25_20,1001,7
15,13,15_13,600,11
12,81,12_81,4000,4
79,61,79_61,3003,1
61,46,61_46,2303,6
89,59,89_59,2904,3
79,74,79_74,3703,14
44,46,44_46,2302,7
18,71,18_71,3500,5
76,58,76_58,2903,6
63,5,63_5,203,4
28,28,28_28,1401,5
84,2,84_2,104,3
39,5,39_5,201,7
63,46,63_46,2303,14
5,54,5_54,2700,8
68,53,68_53,2603,4
94,43,94_43,2104,12
13,23,13_23,1100,12
20,89,20_89,4401,3
34,32,34_32,1601,3
90,32,90_32,1604,4
41,70,41_70,3502,9
31,20,31_20,1001,9
40,91,40_91,4502,8
30,59,30_59,2901,11
20,12,20_12,601,9
91,5,91_5,204,4
57,82,57_82,4102,7
32,17,32_17,801,21
44,32,44_32,1602,4
4,83,4_83,4100,12
79,4,79_4,203,14
42,75,42_75,3702,4
12,7,12_7,300,1
88,47,88_47,2304,17
89,22,89_22,1104,14
17,94,17_94,4700,21
99,95,99_95,4704,5
25,85,25_85,4201,5
3,38,3_38,1900,2
63,52,63_52,2603,13
12,28,12_28,1400,10
27,74,27_74,3701,5
5,15,5_15,700,2
46,40,46_40,2002,5
46,32,46_32,1602,5
78,26,78_26,1303,10
81,60,81_60,3004,7
14,4,14_4,200,3
78,41,78_41,2003,5
46,49,46_49,2402,4
79,92,79_92,4603,1
35,25,35_25,1201,19
29,70,29_70,3501,3
96,53,96_53,2604,6
98,98,98_98,4904,8
61,67,61_67,3303,3
42,13,42_13,602,10
91,29,91_29,1404,1
6,92,6_92,4600,6
24,96,24_96,4801,4
87,53,87_53,2604,1
87,22,87_22,1104,8
67,53,67_53,2603,3
92,11,92_11,504,1
75,82,75_82,4103,7
14,26,14_26,1300,7
21,44,21_44,2201,4
10,83,10_83,4100,8
17,13,17_13,600,4
10,63,10_63,3100,3
34,36,34_36,1801,5
56,96,56_96,4802,9
78,67,78_67,3303,2
17,89,17_89,4400,9
27,23,27_23,1101,6
47,19,47_19,902,4
82,50,82_50,2504,5
5,36,5_36,1800,8
14,53,14_53,2600,16
9,77,9_77,3800,4
91,70,91_70,3504,6
82,96,82_96,4804,3
14,16,14_16,800,6
31,40,31_40,2001,13
3,10,3_10,500,16
29,39,29_39,1901,5
84,63,84_63,3104,3
16,22,16_22,1100,5
29,97,29_97,4801,6
50,69,50_69,3402,10
60,63,60_63,3103,2
5,5,5_5,200,3
7,29,7_29,1400,12
88,21,88_21,1004,4
64,43,64_43,2103,7
96,12,96_12,604,8
26,79,26_79,3901,6
42,57,42_57,2802,3
59,88,59_88,4402,11
23,8,23_8,401,12
29,57,29_57,2801,7
79,72,79_72,3603,17
63,61,63_61,3003,4
0,65,0_65,3200,6
5,83,5_83,4100,31
49,74,49_74,3702,8
11,33,11_33,1600,6
54,0,54_0,2,8
48,43,48_43,2102,3
39,94,39_94,4701,3
7,72,7_72,3600,4
75,53,75_53,2603,4
93,18,93_18,904,7
56,20,56_20,1002,1
81,51,81_51,2504,8
43,1,43_1,2,8
63,45,63_45,2203,20
54,54,54_54,2702,8
62,49,62_49,2403,5
86,42,86_42,2104,7
34,13,34_13,601,11
70,48,70_48,2403,3
4,60,4_60,3000,9
72,69,72_69,3403,14
88,1,88_1,4,6
82,76,82_76,3804,8
78,91,78_91,4503,3
63,97,63_97,4803,2
48,48,48_48,2402,5
67,96,67_96,4803,10
50,99,50_99,4902,25
5,69,5_69,3400,1
1,35,1_35,1700,3
96,58,96_58,2904,4
42,28,42_28,1402,5
43,18,43_18,902,2
50,33,50_33,1602,4
14,8,14_8,400,2
52,78,52_78,3902,8
5,92,5_92,4600,12
21,78,21_78,3901,6
74,66,74_66,3303,12
29,35,29_35,1701,5
71,5,71_5,203,5
2,64,2_64,3200,3
29,75,29_75,3701,8
96,95,96_95,4704,1
91,12,91_12,604,3
38,70,38_70,3501,5
53,33,53_33,1602,1
59,1,59_1,2,15
20,7,20_7,301,8
69,55,69_55,2703,11
3,55,3_55,2700,2
96,7,96_7,304,7
54,45,54_45,2202,7
91,24,91_24,1204,6
13,10,13_10,500,5
58,95,58_95,4702,14
10,7,10_7,300,5
89,18,89_18,904,35
95,60,95_60,3004,9
58,79,58_79,3902,3
94,16,94_16,804,7
92,98,92_98,4904,3
91,44,91_44,2204,8
32,79,32_79,3901,3
27,53,27_53,2601,8
11,23,11_23,1100,4
94,44,94_44,2204,20
15,3,15_3,100,4
21,59,21_59,2901,5
23,99,23_99,4901,10
44,8,44_8,402,4
70,37,70_37,1803,4
30,18,30_18,901,3
53,93,53_93,4602,4
42,91,42_91,4502,3
14,81,14_81,4000,22
62,89,62_89,4403,7
74,32,74_32,1603,5
56,59,56_59,2902,22
29,0,29_0,1,4
59,57,59_57,2802,4
95,92,95_92,4604,8
64,25,64_25,1203,7
14,10,14_10,500,6
79,76,79_76,3803,5
32,29,32_29,1401,10
63,4,63_4,203,4
47,11,47_11,502,5
80,83,80_83,4104,2
36,45,36_45,2201,5
85,46,85_46,2304,7
57,13,57_13,602,12
26,7,26_7,301,2
53,98,53_98,4902,13
23,56,23_56,2801,8
97,17,97_17,804,10
27,15,27_15,701,0
33,96,33_96,4801,13
23,93,23_93,4601,4
54,14,54_14,702,8
37,78,37_78,3901,13
77,93,77_93,4603,6
70,96,70_96,4803,2
77,53,77_53,2603,5
82,0,82_0,4,4
47,92,47_92,4602,11
71,53,71_53,2603,9
55,98,55_98,4902,3
99,20,99_20,1004,14
55,45,55_45,2202,7
15,47,15_47,2300,13
18,91,18_91,4500,5
12,33,12_33,1600,3
87,16,87_16,804,8
82,67,82_67,3304,7
26,76,26_76,3801,3
4,92,4_92,4600,8
98,34,98_34,1704,15
81,53,81_53,2604,8
77,79,77_79,3903,8
45,95,45_95,4702,7
91,89,91_89,4404,2
74,56,74_56,2803,6
97,69,97_69,3404,12
3,43,3_43,2100,6
95,49,95_49,2404,6
19,89,19_89,4400,6
63,68,63_68,3403,3
88,14,88_14,704,4
38,53,38_53,2601,2
11,21,11_21,1000,2
23,57,23_57,2801,18
62,50,62_50,2503,3
83,22,83_22,1104,6
80,31,80_31,1504,10
90,41,90_41,2004,2
66,38,66_38,1903,6
18,52,18_52,2600,8
15,59,15_59,2900,11
73,92,73_92,4603,10
61,54,61_54,2703,6
99,57,99_57,2804,3
17,2,17_2,100,2
60,31,60_31,1503,14
1,51,1_51,2500,9
62,87,62_87,4303,3
34,73,34_73,3601,7
40,94,40_94,4702,8
80,3,80_3,104,4
80,35,80_35,1704,3
8,28,8_28,1400,6
91,20,91_20,1004,4
16,94,16_94,4700,11
56,41,56_41,2002,6
23,25,23_25,1201,11
60,5,60_5,203,9
4,48,4_48,2400,3
52,9,52_9,402,8
27,91,27_91,4501,15
43,35,43_35,1702,5
7,9,7_9,400,4
93,34,93_34,1704,10
